day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;100300;KELP;2018;31;;;;;2021;31;;;;;2019.5;217.0859375
-1;100400;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;638.0
-1;100400;KELP;2018;30;;;;;2021;30;;;;;2019.5;207.8046875
-1;100500;KELP;2018;22;;;;;2021;22;;;;;2019.5;204.265625
-1;100500;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;638.0
-1;100600;KELP;2018;29;;;;;2020;1;2021;29;;;2019.0;210.484375
-1;100600;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;638.0
-1;100700;RAINFOREST_RESIN;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;638.0
-1;100700;KELP;2018;31;;;;;2021;31;;;;;2019.5;216.515625
-1;100800;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;640.0
-1;100800;KELP;2018;35;;;;;2021;28;;;;;2019.5;213.140625
-1;100900;KELP;2018;19;;;;;2021;27;;;;;2019.5;214.3984375
-1;100900;RAINFOREST_RESIN;9998;10;9995;27;;;10005;27;;;;;10001.5;640.0
-1;101000;KELP;2018;31;;;;;2021;30;;;;;2019.5;211.203125
-1;101000;RAINFOREST_RESIN;9998;6;9995;30;;;10005;30;;;;;10001.5;640.0
-1;101100;RAINFOREST_RESIN;9998;4;9996;1;9995;21;10004;1;10005;21;;;10001.0;640.0
-1;101100;KELP;2019;5;2018;21;;;2022;22;;;;;2020.5;237.3359375
-1;101200;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;640.0
-1;101200;KELP;2019;25;;;;;2022;26;;;;;2020.5;245.828125
-1;101300;KELP;2019;27;;;;;2022;27;;;;;2020.5;254.640625
-1;101300;RAINFOREST_RESIN;9996;1;9995;26;;;9998;2;10004;1;10005;26;9997.0;640.0
-1;101400;KELP;2019;22;;;;;2021;5;2022;22;;;2020.0;244.0
-1;101400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;644.0
-1;101500;RAINFOREST_RESIN;10000;3;9996;2;9995;20;10004;2;10005;20;;;10002.0;644.0
-1;101500;KELP;2020;5;2018;22;;;2022;22;;;;;2021.0;234.734375
-1;101600;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;644.0
-1;101600;KELP;2019;21;;;;;2022;27;;;;;2020.5;241.0234375
-1;101700;KELP;2018;27;;;;;2022;27;;;;;2020.0;223.703125
-1;101700;RAINFOREST_RESIN;9998;1;9995;27;;;10005;27;;;;;10001.5;644.0
-1;101800;KELP;2018;26;;;;;2021;2;2022;24;;;2019.5;223.7265625
-1;101800;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;644.0
-1;101900;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;644.0
-1;101900;KELP;2018;23;;;;;2020;6;2022;23;;;2019.0;233.2421875
-1;102000;RAINFOREST_RESIN;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;644.0
-1;102000;KELP;2018;30;;;;;2022;30;;;;;2020.0;235.0
-1;102100;KELP;2019;24;;;;;2022;24;;;;;2020.5;240.6875
-1;102100;RAINFOREST_RESIN;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;646.0
-1;102200;KELP;2019;30;;;;;2021;7;2022;30;;;2020.0;244.8984375
-1;102200;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;646.0
-1;102300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;646.0
-1;102300;KELP;2020;4;2019;1;2018;24;2022;25;;;;;2021.0;237.484375
-1;102400;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;646.0
-1;102400;KELP;2019;23;;;;;2022;23;;;;;2020.5;239.484375
-1;102500;KELP;2019;29;;;;;2022;29;;;;;2020.5;242.6484375
-1;102500;RAINFOREST_RESIN;9996;2;9995;27;;;10002;9;10004;2;10005;27;9999.0;646.0
-1;102600;KELP;2018;25;;;;;2021;25;;;;;2019.5;219.28125
-1;102600;RAINFOREST_RESIN;9998;9;9996;2;9995;23;10004;2;10005;23;;;10001.0;646.0
-1;102700;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;646.0
-1;102700;KELP;2018;21;;;;;2022;21;;;;;2020.0;225.40625
-1;102800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;646.0
-1;102800;KELP;2018;28;;;;;2022;28;;;;;2020.0;228.9921875
-1;102900;KELP;2020;4;2019;4;2018;28;2021;1;2022;27;;;2020.5;224.90625
-1;102900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;646.0
-1;103000;KELP;2018;31;;;;;2020;4;2021;1;2022;30;2019.0;225.140625
-1;103000;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;646.0
-1;103100;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;646.0
-1;103100;KELP;2020;1;2018;27;;;2022;27;;;;;2021.0;227.390625
-1;103200;RAINFOREST_RESIN;9998;5;9995;27;;;10005;27;;;;;10001.5;646.0
-1;103200;KELP;2019;6;2018;27;;;2022;27;;;;;2020.5;226.609375
-1;103300;KELP;2019;34;;;;;2022;26;;;;;2020.5;239.421875
-1;103300;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;646.0
-1;103400;KELP;2018;32;;;;;2019;1;2020;5;2022;32;2018.5;233.6796875
-1;103400;RAINFOREST_RESIN;9998;9;9996;2;9995;30;10000;4;10004;2;10005;30;9999.0;646.0
-1;103500;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;646.0
-1;103500;KELP;2019;8;2018;28;;;2020;9;2022;28;;;2019.5;235.4296875
-1;103600;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;646.0
-1;103600;KELP;2018;27;;;;;2022;27;;;;;2020.0;235.515625
-1;103700;KELP;2019;1;2018;24;;;2022;25;;;;;2020.5;239.2734375
-1;103700;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;646.0
-1;103800;KELP;2018;26;;;;;2020;7;2022;26;;;2019.0;238.140625
-1;103800;RAINFOREST_RESIN;9998;5;9995;26;;;10005;26;;;;;10001.5;646.0
-1;103900;RAINFOREST_RESIN;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;646.0
-1;103900;KELP;2019;2;2018;22;;;2022;24;;;;;2020.5;237.3515625
-1;104000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;646.0
-1;104000;KELP;2020;1;2018;27;;;2022;27;;;;;2021.0;231.5078125
-1;104100;KELP;2019;28;;;;;2022;28;;;;;2020.5;251.3828125
-1;104100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;646.0
-1;104200;KELP;2019;23;;;;;2021;7;2022;24;;;2020.0;242.2421875
-1;104200;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;646.0
-1;104300;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;646.0
-1;104300;KELP;2019;21;;;;;2022;22;;;;;2020.5;255.5703125
-1;104400;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;646.0
-1;104400;KELP;2019;29;;;;;2022;29;;;;;2020.5;250.1484375
-1;104500;KELP;2019;26;;;;;2022;26;;;;;2020.5;245.734375
-1;104500;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;646.0
-1;104600;KELP;2019;28;;;;;2022;27;;;;;2020.5;251.4765625
-1;104600;RAINFOREST_RESIN;9996;2;9995;25;;;10002;4;10004;2;10005;25;9999.0;646.0
-1;104700;RAINFOREST_RESIN;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;646.0
-1;104700;KELP;2019;32;;;;;2022;31;;;;;2020.5;249.265625
-1;104800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;648.0
-1;104800;KELP;2019;34;;;;;2022;28;;;;;2020.5;247.5
-1;104900;KELP;2019;26;;;;;2021;4;2022;26;;;2020.0;249.7578125
-1;104900;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;648.0
-1;105000;KELP;2018;21;;;;;2022;21;;;;;2020.0;235.875
-1;105000;RAINFOREST_RESIN;9995;21;;;;;10002;2;10005;21;;;9998.5;648.0
-1;105100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;648.0
-1;105100;KELP;2019;8;2018;32;;;2022;32;;;;;2020.5;235.1796875
-1;105200;RAINFOREST_RESIN;9998;5;9996;1;9995;25;10004;1;10005;25;;;10001.0;648.0
-1;105200;KELP;2020;7;2018;26;;;2022;26;;;;;2021.0;228.6875
-1;105300;KELP;2020;1;2018;27;;;2021;27;;;;;2020.5;220.0546875
-1;105300;RAINFOREST_RESIN;9996;2;9995;25;;;10002;9;10004;2;10005;25;9999.0;648.0
-1;105400;KELP;2018;30;;;;;2021;24;;;;;2019.5;218.140625
-1;105400;RAINFOREST_RESIN;10002;1;9995;24;;;10005;24;;;;;10003.5;648.0
-1;105500;RAINFOREST_RESIN;9998;1;9995;28;;;10005;28;;;;;10001.5;650.0
-1;105500;KELP;2018;28;;;;;2020;2;2021;28;;;2019.0;215.046875
-1;105600;RAINFOREST_RESIN;9998;8;9995;30;;;10005;30;;;;;10001.5;650.0
-1;105600;KELP;2020;1;2018;30;;;2021;30;;;;;2020.5;216.6015625
-1;105700;KELP;2020;1;2018;1;2017;28;2021;29;;;;;2020.5;201.5625
-1;105700;RAINFOREST_RESIN;9998;8;9996;1;9995;28;10004;1;10005;28;;;10001.0;650.0
-1;105800;KELP;2020;7;2018;28;;;2021;28;;;;;2020.5;211.5859375
-1;105800;RAINFOREST_RESIN;10002;3;9996;2;9995;26;10004;2;10005;26;;;10003.0;650.0
-1;105900;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;656.0
-1;105900;KELP;2018;24;;;;;2021;24;;;;;2019.5;222.05078125
-1;106000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;656.0
-1;106000;KELP;2018;18;;;;;2021;22;;;;;2019.5;220.3828125
-1;106100;KELP;2018;24;;;;;2020;7;2021;24;;;2019.0;219.20703125
-1;106100;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;656.0
-1;106200;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;656.0
-1;106200;KELP;2018;23;;;;;2021;23;;;;;2019.5;216.1640625
-1;106300;KELP;2018;32;;;;;2019;4;2021;28;;;2018.5;220.95703125
-1;106300;RAINFOREST_RESIN;9996;2;9995;26;;;9998;2;10000;4;10004;2;9997.0;656.0
-1;106400;RAINFOREST_RESIN;9998;10;9996;1;9995;22;10000;6;10004;1;10005;22;9999.0;660.0
-1;106400;KELP;2018;23;;;;;2019;6;2020;8;2022;23;2018.5;232.5
-1;106500;KELP;2018;20;;;;;2020;4;2022;20;;;2019.0;243.703125
-1;106500;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;660.0
-1;106600;RAINFOREST_RESIN;9995;30;;;;;9998;4;10005;30;;;9996.5;660.0
-1;106600;KELP;2018;30;;;;;2020;6;2022;30;;;2019.0;243.25
-1;106700;KELP;2018;30;;;;;2022;30;;;;;2020.0;243.1015625
-1;106700;RAINFOREST_RESIN;9996;2;9995;28;;;9998;1;10004;2;10005;28;9997.0;668.0
-1;106800;RAINFOREST_RESIN;10002;1;9998;9;9996;1;10004;1;10005;30;;;10003.0;670.0
-1;106800;KELP;2019;3;2018;30;;;2022;31;;;;;2020.5;246.2890625
-1;106900;KELP;2018;29;;;;;2022;29;;;;;2020.0;235.3828125
-1;106900;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;672.0
-1;107000;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;672.0
-1;107000;KELP;2018;26;;;;;2019;2;2022;26;;;2018.5;238.8125
-1;107100;KELP;2018;22;;;;;2022;22;;;;;2020.0;238.3046875
-1;107100;RAINFOREST_RESIN;9995;22;;;;;9998;1;10005;22;;;9996.5;672.0
-1;107200;RAINFOREST_RESIN;9998;1;9996;1;9995;24;10004;1;10005;24;;;10001.0;674.0
-1;107200;KELP;2018;25;;;;;2020;2;2022;25;;;2019.0;242.7734375
-1;107300;KELP;2018;25;;;;;2021;25;;;;;2019.5;230.1796875
-1;107300;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;674.0
-1;107400;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;674.0
-1;107400;KELP;2019;6;2018;25;;;2022;25;;;;;2020.5;237.796875
-1;107500;KELP;2018;25;;;;;2022;25;;;;;2020.0;235.6875
-1;107500;RAINFOREST_RESIN;9995;25;;;;;10002;5;10005;25;;;9998.5;674.0
-1;107600;RAINFOREST_RESIN;9998;3;9996;1;9995;30;10004;1;10005;30;;;10001.0;674.0
-1;107600;KELP;2018;31;;;;;2020;4;2021;31;;;2019.0;234.34375
-1;107700;KELP;2018;24;;;;;2021;24;;;;;2019.5;213.4375
-1;107700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;674.0
-1;107800;RAINFOREST_RESIN;9996;2;9995;20;;;10002;8;10004;2;10005;20;9999.0;674.0
-1;107800;KELP;2018;22;;;;;2021;22;;;;;2019.5;215.1015625
-1;107900;KELP;2018;1;2017;28;;;2021;29;;;;;2019.5;211.6640625
-1;107900;RAINFOREST_RESIN;9996;1;9995;28;;;10002;4;10004;1;10005;28;9999.0;674.0
-1;108000;RAINFOREST_RESIN;9996;1;9995;26;;;9998;11;10004;1;10005;26;9997.0;674.0
-1;108000;KELP;2018;1;2017;26;;;2021;27;;;;;2019.5;212.1875
-1;108100;KELP;2018;25;;;;;2021;25;;;;;2019.5;213.328125
-1;108100;RAINFOREST_RESIN;9995;25;;;;;9998;1;10005;25;;;9996.5;696.0
-1;108200;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;698.0
-1;108200;KELP;2017;31;;;;;2019;1;2021;31;;;2018.0;205.421875
-1;108300;KELP;2017;21;;;;;2021;21;;;;;2019.0;199.46875
-1;108300;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;698.0
-1;108400;RAINFOREST_RESIN;9996;1;9995;25;;;10002;8;10004;1;10005;25;9999.0;698.0
-1;108400;KELP;2019;1;2017;26;;;2020;26;;;;;2019.5;178.796875
-1;108500;KELP;2017;24;;;;;2020;25;;;;;2018.5;180.078125
-1;108500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;698.0
-1;108600;RAINFOREST_RESIN;9996;1;9995;26;;;9998;4;10004;1;10005;26;9997.0;698.0
-1;108600;KELP;2017;27;;;;;2020;27;;;;;2018.5;192.765625
-1;108700;KELP;2017;23;;;;;2020;23;;;;;2018.5;192.3984375
-1;108700;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;706.0
-1;108800;KELP;2017;20;;;;;2020;20;;;;;2018.5;187.9453125
-1;108800;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;706.0
-1;108900;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;706.0
-1;108900;KELP;2017;31;;;;;2021;31;;;;;2019.0;200.8046875
-1;109000;RAINFOREST_RESIN;9995;20;;;;;10002;2;10005;20;;;9998.5;706.0
-1;109000;KELP;2018;4;2017;20;;;2021;20;;;;;2019.5;198.53125
-1;109100;KELP;2017;27;;;;;2019;5;2021;28;;;2018.0;201.7265625
-1;109100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;706.0
-1;109200;KELP;2017;27;;;;;2021;27;;;;;2019.0;201.546875
-1;109200;RAINFOREST_RESIN;9998;2;9996;2;9995;25;10004;2;10005;25;;;10001.0;706.0
-1;109300;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;706.0
-1;109300;KELP;2017;22;;;;;2020;21;;;;;2018.5;195.359375
-1;109400;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;706.0
-1;109400;KELP;2017;21;;;;;2021;21;;;;;2019.0;203.234375
-1;109500;KELP;2018;33;;;;;2021;30;;;;;2019.5;221.8515625
-1;109500;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;706.0
-1;109600;KELP;2018;29;;;;;2021;29;;;;;2019.5;232.203125
-1;109600;RAINFOREST_RESIN;9996;2;9995;27;;;9998;1;10004;2;10005;27;9997.0;706.0
-1;109700;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;708.0
-1;109700;KELP;2018;26;;;;;2021;27;;;;;2019.5;229.2890625
-1;109800;RAINFOREST_RESIN;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;708.0
-1;109800;KELP;2018;24;;;;;2021;24;;;;;2019.5;231.375
-1;109900;KELP;2018;27;;;;;2021;27;;;;;2019.5;234.2890625
-1;109900;RAINFOREST_RESIN;10002;1;9995;27;;;10005;27;;;;;10003.5;710.0
-1;110000;KELP;2018;22;;;;;2021;22;;;;;2019.5;233.6796875
-1;110000;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;712.0
-1;110100;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;712.0
-1;110100;KELP;2018;23;;;;;2021;24;;;;;2019.5;231.2109375
-1;110200;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;712.0
-1;110200;KELP;2018;20;;;;;2020;3;2021;20;;;2019.0;223.2109375
-1;110300;KELP;2018;22;;;;;2021;22;;;;;2019.5;228.4765625
-1;110300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;712.0
-1;110400;KELP;2018;23;;;;;2021;30;;;;;2019.5;231.84375
-1;110400;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;712.0
-1;110500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;712.0
-1;110500;KELP;2018;21;;;;;2022;21;;;;;2020.0;237.203125
-1;110600;RAINFOREST_RESIN;10002;8;9995;28;;;10005;28;;;;;10003.5;712.0
-1;110600;KELP;2020;1;2018;28;;;2022;28;;;;;2021.0;235.2578125
-1;110700;KELP;2020;3;2018;26;;;2021;2;2022;24;;;2020.5;234.984375
-1;110700;RAINFOREST_RESIN;9998;3;9996;2;9995;24;10004;2;10005;24;;;10001.0;728.0
-1;110800;KELP;2018;30;;;;;2022;30;;;;;2020.0;242.9296875
-1;110800;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;728.0
-1;110900;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;728.0
-1;110900;KELP;2018;24;;;;;2022;24;;;;;2020.0;249.171875
-1;111000;RAINFOREST_RESIN;9996;2;9995;22;;;9998;1;10004;2;10005;22;9997.0;728.0
-1;111000;KELP;2021;1;2019;24;;;2022;24;;;;;2021.5;258.4375
-1;111100;KELP;2019;27;;;;;2022;27;;;;;2020.5;258.6796875
-1;111100;RAINFOREST_RESIN;9996;2;9995;25;;;9998;4;10004;2;10005;25;9997.0;730.0
-1;111200;KELP;2019;22;;;;;2021;1;2022;22;;;2020.0;255.5703125
-1;111200;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;738.0
-1;111300;RAINFOREST_RESIN;9996;1;9995;29;;;9998;3;10004;1;10005;29;9997.0;738.0
-1;111300;KELP;2019;31;;;;;2022;30;;;;;2020.5;261.09375
-1;111400;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;744.0
-1;111400;KELP;2019;24;;;;;2022;24;;;;;2020.5;258.7734375
-1;111500;KELP;2021;1;2019;28;;;2022;22;;;;;2021.5;258.078125
-1;111500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;744.0
-1;111600;KELP;2019;39;;;;;2022;32;;;;;2020.5;256.828125
-1;111600;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;744.0
-1;111700;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;744.0
-1;111700;KELP;2019;24;;;;;2022;22;;;;;2020.5;261.3125
-1;111800;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;744.0
-1;111800;KELP;2019;28;;;;;2022;22;;;;;2020.5;262.5703125
-1;111900;KELP;2019;22;;;;;2022;22;;;;;2020.5;255.3984375
-1;111900;RAINFOREST_RESIN;9996;2;9995;20;;;10002;5;10004;2;10005;20;9999.0;744.0
-1;112000;KELP;2018;26;;;;;2020;4;2021;26;;;2019.0;232.796875
-1;112000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;744.0
-1;112100;RAINFOREST_RESIN;9996;2;9995;20;;;9998;5;10002;7;10004;2;9997.0;744.0
-1;112100;KELP;2018;22;;;;;2022;22;;;;;2020.0;243.640625
-1;112200;RAINFOREST_RESIN;9998;1;9996;2;9995;26;10004;2;10005;26;;;10001.0;754.0
-1;112200;KELP;2020;1;2018;28;;;2022;28;;;;;2021.0;241.34375
-1;112300;KELP;2018;31;;;;;2021;26;;;;;2019.5;235.265625
-1;112300;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;754.0
-1;112400;KELP;2018;29;;;;;2021;29;;;;;2019.5;234.7578125
-1;112400;RAINFOREST_RESIN;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;754.0
-1;112500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;3;10004;2;10005;21;9999.0;754.0
-1;112500;KELP;2018;23;;;;;2021;23;;;;;2019.5;235.875
-1;112600;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;754.0
-1;112600;KELP;2018;30;;;;;2021;30;;;;;2019.5;235.0078125
-1;112700;KELP;2018;29;;;;;2021;29;;;;;2019.5;226.8203125
-1;112700;RAINFOREST_RESIN;9996;1;9995;28;;;10002;7;10004;1;10005;28;9999.0;754.0
-1;112800;KELP;2018;29;;;;;2021;22;;;;;2019.5;226.7421875
-1;112800;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;754.0
-1;112900;RAINFOREST_RESIN;9998;1;9996;2;9995;20;10004;2;10005;20;;;10001.0;754.0
-1;112900;KELP;2018;22;;;;;2021;22;;;;;2019.5;226.03125
-1;113000;RAINFOREST_RESIN;10002;4;9996;1;9995;26;10004;1;10005;26;;;10003.0;754.0
-1;113000;KELP;2018;27;;;;;2020;4;2021;27;;;2019.0;224.15625
-1;113100;KELP;2018;21;;;;;2021;21;;;;;2019.5;234.2109375
-1;113100;RAINFOREST_RESIN;9998;3;9996;1;9995;20;10004;1;10005;20;;;10001.0;762.0
-1;113200;KELP;2018;38;;;;;2021;31;;;;;2019.5;219.4140625
-1;113200;RAINFOREST_RESIN;9996;2;9995;29;;;10002;10;10004;2;10005;29;9999.0;762.0
-1;113300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;762.0
-1;113300;KELP;2018;17;;;;;2021;22;;;;;2019.5;221.8984375
-1;113400;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;762.0
-1;113400;KELP;2018;21;;;;;2021;21;;;;;2019.5;220.90625
-1;113500;KELP;2018;21;;;;;2021;21;;;;;2019.5;222.7890625
-1;113500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;762.0
-1;113600;KELP;2018;25;;;;;2021;25;;;;;2019.5;218.1640625
-1;113600;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;762.0
-1;113700;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;762.0
-1;113700;KELP;2018;6;2017;21;;;2021;21;;;;;2019.5;210.96875
-1;113800;RAINFOREST_RESIN;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;762.0
-1;113800;KELP;2017;24;;;;;2021;24;;;;;2019.0;210.28125
-1;113900;KELP;2017;29;;;;;2021;29;;;;;2019.0;211.0625
-1;113900;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;764.0
-1;114000;KELP;2017;30;;;;;2020;2;2021;28;;;2018.5;200.8515625
-1;114000;RAINFOREST_RESIN;9996;2;9995;28;;;9998;11;10004;2;10005;28;9997.0;764.0
-1;114100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;786.0
-1;114100;KELP;2020;1;2018;3;2017;32;2021;32;;;;;2020.5;209.5078125
-1;114200;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;786.0
-1;114200;KELP;2017;25;;;;;2021;25;;;;;2019.0;212.96875
-1;114300;KELP;2018;30;;;;;2021;29;;;;;2019.5;226.9140625
-1;114300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;786.0
-1;114400;KELP;2018;28;;;;;2021;28;;;;;2019.5;234.078125
-1;114400;RAINFOREST_RESIN;9995;28;;;;;10002;2;10005;28;;;9998.5;786.0
-1;114500;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;786.0
-1;114500;KELP;2018;31;;;;;2021;30;;;;;2019.5;228.21875
-1;114600;RAINFOREST_RESIN;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;786.0
-1;114600;KELP;2018;26;;;;;2021;26;;;;;2019.5;228.59375
-1;114700;KELP;2018;34;;;;;2021;28;;;;;2019.5;232.6953125
-1;114700;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;788.0
-1;114800;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;788.0
-1;114800;KELP;2018;26;;;;;2021;26;;;;;2019.5;235.5703125
-1;114900;KELP;2018;21;;;;;2021;21;;;;;2019.5;234.2265625
-1;114900;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;788.0
-1;115000;RAINFOREST_RESIN;9998;8;9996;1;9995;25;10004;1;10005;25;;;10001.0;788.0
-1;115000;KELP;2018;32;;;;;2021;26;;;;;2019.5;236.5859375
-1;115100;KELP;2020;1;2019;8;2018;25;2022;25;;;;;2021.0;241.390625
-1;115100;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;788.0
-1;115200;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;788.0
-1;115200;KELP;2018;21;;;;;2022;21;;;;;2020.0;239.3359375
-1;115300;KELP;2019;5;2018;28;;;2022;28;;;;;2020.5;238.2421875
-1;115300;RAINFOREST_RESIN;9995;28;;;;;9998;1;10002;10;10005;28;9996.5;788.0
-1;115400;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;790.0
-1;115400;KELP;2018;24;;;;;2022;24;;;;;2020.0;241.203125
-1;115500;KELP;2018;26;;;;;2022;26;;;;;2020.0;243.046875
